code_parametre;code_cas;libelle;famille;unite;seuil_2016;seuil_2026;date_applicabilite_2026;seuil_conditionnel;condition_seuil;statut_2026;seuil_futur;date_applicabilite_futur;seuil_strict;base_seuil_strict;pe_reglementaire;pe_scientifique;sources;fiabilite;est_agregat;cancerogenicite_circ
1470;100-00-5;Chloronitrobenzène para;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1468;121-73-3;Chloronitrobenzène méta;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1603;90-13-1;Chloronaphtalène-1;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1484;91-94-1;Dichlorobenzidine-3,3';organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1604;91-58-7;Chloronaphtalène-2;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
2081;;Dichloropropane-2,2;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1580;123-91-1;1,4 dioxane;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
2782;108-60-1;Dichlorodiisopropyl éther;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1655;78-87-5;Dichloropropane-1,2 (OHV);organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
2614;98-95-3;Nitrobenzène;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
5264;108-20-3;Diisopropyl ether;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
3084;;Colonies de phytoplanctons;biologique;n(colonies)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
;;% de colonies de cyanobactéries;biologique;%;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3206;;Cellules de cyanobactéries;biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
7742;;Cel. de cyanobactéries toxinogènes;biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
;;Colonies de chlorophycées;biologique;n(colonies)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
;;% de colonies de chlorophycées;biologique;%;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
;;Colonies de diatomophycées;biologique;n(colonies)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
;;% de colonies de diatomophycées;biologique;%;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3189;;Oscillatoria sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
1439;479-61-8;Chlorophylle A;biologique;µg/L;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3173;;Coelomoron sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
;;% de colonies de euglenophycées;biologique;%;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
;;Colonies de euglenophycées;biologique;n(colonies)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3168;;Aphanizomenon sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3192;;Pseudanabaena sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3199;;Snowella sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3203;;Woronichinia sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3204;;Planktothrix sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
;;% de colonies de zygophycées;biologique;%;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
;;Colonies de zygophycées;biologique;n(colonies)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3186;;Microcystis sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3190;;Phormidium sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3172;;Chroococcus sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
8937;;Dolichospermum sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
;;Présence de cyanobactéries (O/N);biologique;SANS OBJET;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3196;;Scytonema sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3191;;Planktolyngbya sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3201;;Trichodesmium sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3194;;Rhabdoderma sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3187;;Nodularia sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3177;;Fischerella sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3179;;Gomphospheria sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3197;;Spirulina sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3202;;Umezakia sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3182;;Limnothrix sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3170;;Aphanothece sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3175;;Cylindrospermopsis sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3169;;Aphanocapsa sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3193;;Rhaphidiopsis sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3176;;Cylindrospermum sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3171;;Calothrix sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3181;;Lemmermanniella sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3195;;Schizothrix sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3178;;Gloeotrichia sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3166;;Anabaena sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3188;;Nostoc sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3167;;Anabaenopsis sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3184;;Merismopedia sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3200;;Synechococcus sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3185;;Microcoleus sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3183;;Lyngbya sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3198;;Symploca sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3180;;Hapalosiphon sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3174;;Coelosphaerium sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
8586;;Leptolyngbya (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
7650;;Romeria sp;biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
7299;;Radiocystis sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
8584;;Cyanocatena sp;biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
7921;;Cyanodictyon (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
8585;;Synechocystis sp;biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
8876;;Komvophoron sp;biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
8819;;Pannus sp;biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
8820;;Rivularia sp;biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
7338;;Homoéothrix sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
7919;;Geitlerinema sp;biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
8875;;Sphaerospermopsis sp;biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
;;Colonies de dinophycées;biologique;n(colonies)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
;;% de colonies de chrysophycées;biologique;%;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
;;Homéothrix sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
;;% de colonies de dinophycées;biologique;%;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
;;% de colonies de xanthophycées;biologique;%;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
;;Colonies de chrysophycées;biologique;n(colonies)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
;;% de colonies de ulothricophycées;biologique;%;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
;;Colonies de ulothricophycées;biologique;n(colonies)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
;;Colonies de cryptophycées;biologique;n(colonies)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
;;% de colonies de raphidophycées;biologique;%;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
